COURSE_ID,TITLE,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
excourse43,Cloud Virtualization  Containers And Apis,0,0,1,0,1,0,0,0,0,0,0,1,0,0
excourse44,Alibaba Cloud Native Solutions And Container Service,0,0,1,0,1,0,0,0,0,0,0,1,0,0
excourse45,Docker  Basics,0,0,0,0,1,0,0,0,0,0,0,0,0,0
excourse46,Machine Learning,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse47,Machine Learning For All,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse48,Introduction To Machine Learning  Language Processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
excourse49,Applied Machine Learning In Python,0,1,0,0,0,1,0,0,0,0,0,0,0,0
excourse50,Build  Train  And Deploy Ml Pipelines Using Bert,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse51,Introduction To Machine Learning In Production,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse52,Machine Learning Data Lifecycle In Production,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse53,Deploying Machine Learning Models In Production,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse54,Exploratory Data Analysis For Machine Learning,0,0,0,1,0,1,0,0,0,0,0,0,0,0
excourse55,Advanced Computer Vision With Tensorflow,0,0,0,0,0,1,1,0,0,0,0,0,0,0
excourse56,Deep Learning Applications For Computer Vision,0,0,0,0,0,1,1,0,0,0,0,0,0,0
excourse57,Deep Learning In Computer Vision,0,0,0,0,0,1,1,0,0,0,0,0,0,0
excourse58,Computer Vision Basics,0,0,0,0,0,1,1,0,0,0,0,0,0,0
excourse59,Fundamentals Of Digital Image And Video Processing,0,0,0,0,0,1,1,0,0,0,0,0,0,0
excourse60,Introduction To Tensorflow For Artificial Intelligence  Machine Learning  And Deep Learning,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse61,Convolutional Neural Networks In Tensorflow,0,0,0,0,0,1,1,0,0,0,0,0,0,0
excourse62,Introduction To Data Science In Python,0,1,0,0,0,0,0,1,0,0,0,0,0,0
excourse63,A Crash Course In Data Science,0,0,0,0,0,0,0,1,0,0,0,0,0,0
excourse64,Data Science In Real Life,0,0,0,0,0,0,0,1,0,0,0,0,0,0
excourse65,Data Science Fundamentals For Data Analysts,0,0,0,1,0,0,0,1,0,0,0,0,0,0
excourse66,Executive Data Science Capstone,0,0,0,0,0,0,0,1,0,0,0,0,0,0
excourse67,Introduction To Big Data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse68,Big Data Modeling And Management Systems,0,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse69,Machine Learning With Big Data,0,0,0,0,0,1,0,0,1,0,0,0,0,0
excourse70,Big Data   Capstone Project,1,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse71,Big Data Essentials  Hdfs  Mapreduce And Spark Rdd,1,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse72,Foundations For Big Data Analysis With Sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0
excourse73,Analyzing Big Data With Sql,1,0,0,1,0,0,0,0,1,0,0,0,0,0
excourse74,Fundamentals Of Big Data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse75,Hadoop Platform And Application Framework,0,0,0,0,0,0,0,0,1,0,0,1,0,0
excourse76,Working With Big Data,0,0,0,0,0,0,0,0,1,0,0,0,0,0
excourse77,Natural Language Processing With Attention Models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse78,Natural Language Processing With Sequence Models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse79,Natural Language Processing With Probabilistic Models,0,0,0,0,0,1,0,0,0,0,0,0,0,0
excourse80,R Programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0
excourse81,Data Analysis With R Programming,0,0,0,0,0,0,0,0,0,0,1,0,0,0
excourse82,Getting Started With Data Visualization In R,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse83,Introduction To Probability And Data With R,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse84,Using R For Regression And Machine Learning In Investment,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse85,Data Visualization In R With Ggplot2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
excourse86,The R Programming Environment,0,0,0,0,0,0,0,0,0,0,1,0,0,0
excourse87,Html  Css  And Javascript For Web Developers,0,0,0,0,0,0,0,0,0,0,0,0,1,0
excourse88,Javascript Basics,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse89,Javascript  Jquery  And Json,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse90,Programming Foundations With Javascript  Html And Css,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse91,Front End Web Development With React,0,0,0,0,0,0,0,0,0,0,0,0,1,0
excourse92,Introduction To Web Development,0,0,0,0,0,0,0,0,0,0,0,1,1,0
excourse93,Interactivity With Javascript And Jquery,0,0,0,0,0,0,0,0,0,0,0,1,1,0
