doc_index,doc_id,token,bow
145,IT0101EN,Recognize,1
145,IT0101EN,Red,1
145,IT0101EN,Robot,1
145,IT0101EN,Robots,1
145,IT0101EN,Use,1
145,IT0101EN,Want,1
145,IT0101EN,Using,1
145,IT0101EN,Control,1
145,IT0101EN,Simple,2
145,IT0101EN,Building,1
145,IT0101EN,Move,1
145,IT0101EN,Js,1
145,IT0101EN,Purchase,1
145,IT0101EN,Arm,1
145,IT0101EN,Even,1
145,IT0101EN,Flash,1
145,IT0101EN,Light,1
145,IT0101EN,Simulator,1
145,IT0101EN,Speak,1
145,IT0101EN,Tjbot,4
146,CC0250EN,Cloud,5
146,CC0250EN,Learn,2
146,CC0250EN,Want,1
146,CC0250EN,Course,2
146,CC0250EN,Provides,1
146,CC0250EN,Application,1
146,CC0250EN,Native,4
146,CC0250EN,Development,1
146,CC0250EN,Work,1
146,CC0250EN,Concepts,1
146,CC0250EN,Introduces,1
146,CC0250EN,Applications,2
146,CC0250EN,Everyone,1
146,CC0250EN,Building,2
146,CC0250EN,Make,1
146,CC0250EN,Projects,3
146,CC0250EN,Information,1
146,CC0250EN,Interest,1
146,CC0250EN,Administrators,1
146,CC0250EN,Anyone,1
146,CC0250EN,Decisions,1
146,CC0250EN,Delivering,1
146,CC0250EN,Devops,1
146,CC0250EN,Engineering,1
146,CC0250EN,Enterprise,1
146,CC0250EN,Environments,2
146,CC0250EN,Informed,1
146,CC0250EN,Legacy,1
146,CC0250EN,Migrating,1
146,CC0250EN,Migration,1
146,CC0250EN,Modernization,2
146,CC0250EN,Modernizing,1
146,CC0250EN,Multicloud,3
146,CC0250EN,Related,1
146,CC0250EN,Wants,1
147,BD0101EN,Data,3
147,BD0101EN,Learn,1
147,BD0101EN,Course,1
147,BD0101EN,Apache,1
147,BD0101EN,Big,7
147,BD0101EN,Used,1
147,BD0101EN,Hadoop,1
147,BD0101EN,See,1
147,BD0101EN,Picture,1
147,BD0101EN,Discussions,1
147,BD0101EN,Matter,1
147,BD0101EN,Terminology,1
148,EE0101EN,Cloud,1
148,EE0101EN,Learn,1
148,EE0101EN,Take,1
148,EE0101EN,Course,1
148,EE0101EN,Ibm,1
148,EE0101EN,Computing,1
148,EE0101EN,Run,1
148,EE0101EN,Native,1
148,EE0101EN,Java,1
148,EE0101EN,Existing,1
148,EE0101EN,Tools,1
148,EE0101EN,Applications,2
148,EE0101EN,Understanding,1
148,EE0101EN,Update,1
148,EE0101EN,Level,1
148,EE0101EN,Available,1
148,EE0101EN,Ee,1
148,EE0101EN,Techniques,1
148,EE0101EN,Complete,1
148,EE0101EN,Migration,1
148,EE0101EN,Modernization,1
148,EE0101EN,Modernizing,1
148,EE0101EN,Badge,1
148,EE0101EN,Earn,1
148,EE0101EN,Options,1
148,EE0101EN,Platforms,1
149,GPXX04P5EN,Data,1
149,GPXX04P5EN,Learn,1
149,GPXX04P5EN,Network,1
149,GPXX04P5EN,Networks,1
149,GPXX04P5EN,Neural,2
149,GPXX04P5EN,Using,2
149,GPXX04P5EN,Science,1
149,GPXX04P5EN,Basic,1
149,GPXX04P5EN,Methods,1
149,GPXX04P5EN,Lab,1
149,GPXX04P5EN,Linear,1
149,GPXX04P5EN,Prognostication,1
149,GPXX04P5EN,Agriculture,1
149,GPXX04P5EN,Forecasting,1
149,GPXX04P5EN,Regression,1
150,CO0101EN,Create,1
150,CO0101EN,Developer,1
150,CO0101EN,Learn,2
150,CO0101EN,Use,1
150,CO0101EN,Problems,1
150,CO0101EN,Run,2
150,CO0101EN,Introduction,1
150,CO0101EN,Containers,2
150,CO0101EN,Docker,2
150,CO0101EN,First,1
150,CO0101EN,Container,1
150,CO0101EN,Essentials,1
150,CO0101EN,Service,1
150,CO0101EN,Applications,1
150,CO0101EN,Solve,1
150,CO0101EN,Orchestration,1
150,CO0101EN,Reconciliation,1
150,CO0101EN,Availability,1
150,CO0101EN,Discovery,1
150,CO0101EN,High,1
150,CO0101EN,Production,1
151,ML0122ENv3,Along,1
151,ML0122ENv3,Learn,1
151,ML0122ENv3,Use,1
151,ML0122ENv3,Accelerated,1
151,ML0122ENv3,Accelerating,1
151,ML0122ENv3,Complex,1
151,ML0122ENv3,Course,1
151,ML0122ENv3,Datasets,1
151,ML0122ENv3,Deep,3
151,ML0122ENv3,Gpu,1
151,ML0122ENv3,Hardware,1
151,ML0122ENv3,Large,1
151,ML0122ENv3,Learning,3
151,ML0122ENv3,Models,1
151,ML0122ENv3,Overcome,1
151,ML0122ENv3,Problem,1
151,ML0122ENv3,Scalability,1
151,ML0122ENv3,Takes,1
151,ML0122ENv3,Time,1
151,ML0122ENv3,Training,1
151,ML0122ENv3,Gpus,1
152,LB0107ENv1,Systems,2
152,LB0107ENv1,Reactive,2
152,LB0107ENv1,Architecture,2
152,LB0107ENv1,Building,2
152,LB0107ENv1,Scalable,2
153,CB0101EN,Build,2
153,CB0101EN,Learn,1
153,CB0101EN,Watson,1
153,CB0101EN,Deploy,1
153,CB0101EN,Real,1
153,CB0101EN,Code,1
153,CB0101EN,Less,1
153,CB0101EN,Write,1
153,CB0101EN,Assistant,1
153,CB0101EN,Chatbot,1
153,CB0101EN,Chatbots,2
153,CB0101EN,Five,1
153,CB0101EN,Leveraging,1
153,CB0101EN,Minutes,1
153,CB0101EN,Site,1
153,CB0101EN,Without,1
154,GPXX0PG8EN,Data,2
154,GPXX0PG8EN,Learn,1
154,GPXX0PG8EN,Analysis,2
154,GPXX0PG8EN,Science,1
154,GPXX0PG8EN,Basic,2
154,GPXX0PG8EN,Lab,1
154,GPXX0PG8EN,Perform,1
154,GPXX0PG8EN,Statistical,2
154,GPXX0PG8EN,Download,1
154,GPXX0PG8EN,Visualize,1
154,GPXX0PG8EN,Agriculture,1
154,GPXX0PG8EN,Display,1
154,GPXX0PG8EN,Dynamic,1
154,GPXX0PG8EN,Geo,1
154,GPXX0PG8EN,Maps,1
154,GPXX0PG8EN,Visualisation,1
155,ML0101EN,Take,1
155,ML0101EN,Benefit,1
155,ML0101EN,Learning,2
155,ML0101EN,Machine,2
155,ML0101EN,May,1
155,ML0101EN,Experience,1
155,ML0101EN,Python,1
155,ML0101EN,Common,1
155,ML0101EN,See,1
155,ML0101EN,Tool,1
155,ML0101EN,Predicting,1
155,ML0101EN,Magic,1
155,ML0101EN,Opportunity,1
155,ML0101EN,‚,3
155,ML0101EN,Make,1
155,ML0101EN,Ball,1
155,ML0101EN,Beneficial,1
155,ML0101EN,Bit,1
155,ML0101EN,Blue,1
155,ML0101EN,Certain,1
155,ML0101EN,Die,1
155,ML0101EN,Eight,1
155,ML0101EN,Future,1
155,ML0101EN,Hazy,1
155,ML0101EN,Indicator,1
155,ML0101EN,Oil,1
155,ML0101EN,Phrases,1
155,ML0101EN,Point,1
155,ML0101EN,Predictions,1
155,ML0101EN,Rely,1
155,ML0101EN,Reply,1
155,ML0101EN,Room,1
155,ML0101EN,Shelf,1
155,ML0101EN,Signs,1
155,ML0101EN,Trends,1
155,ML0101EN,Try,1
155,ML0101EN,Yes,2
156,CB0103EN,Build,2
156,CB0103EN,Learn,1
156,CB0103EN,Watson,1
156,CB0103EN,Deploy,1
156,CB0103EN,Real,1
156,CB0103EN,Code,1
156,CB0103EN,Less,1
156,CB0103EN,Write,1
156,CB0103EN,Assistant,1
156,CB0103EN,Chatbot,2
156,CB0103EN,Chatbots,1
156,CB0103EN,Five,1
156,CB0103EN,Leveraging,1
156,CB0103EN,Minutes,1
156,CB0103EN,Site,1
156,CB0103EN,Without,1
157,ML0109EN,Learning,2
157,ML0109EN,Machine,2
157,ML0109EN,Dimensionality,2
157,ML0109EN,Reduction,2
158,ML0101ENv3,Course,1
158,ML0101ENv3,Learning,4
158,ML0101ENv3,Machine,3
158,ML0101ENv3,Need,1
158,ML0101ENv3,Get,1
158,ML0101ENv3,Started,1
158,ML0101ENv3,Python,2
158,ML0101ENv3,Tool,1
158,ML0101ENv3,Tools,1
158,ML0101ENv3,Predict,1
158,ML0101ENv3,Free,1
158,ML0101ENv3,Hidden,1
158,ML0101ENv3,Insights,1
158,ML0101ENv3,Beneficial,1
158,ML0101ENv3,Future,1
158,ML0101ENv3,Trends,1
158,ML0101ENv3,Give,1
158,ML0101ENv3,Incredibly,1
158,ML0101ENv3,Supervised,1
158,ML0101ENv3,Uncover,1
158,ML0101ENv3,Unsupervised,1
159,GPXX0M7ZEN,Consuming,1
159,GPXX0M7ZEN,Restful,2
159,GPXX0M7ZEN,Using,2
159,GPXX0M7ZEN,Explore,1
159,GPXX0M7ZEN,Service,2
159,GPXX0M7ZEN,Access,1
159,GPXX0M7ZEN,Java,2
159,GPXX0M7ZEN,Json,4
159,GPXX0M7ZEN,Web,2
159,GPXX0M7ZEN,Simple,1
159,GPXX0M7ZEN,Resources,1
159,GPXX0M7ZEN,B,2
159,GPXX0M7ZEN,Consume,1
159,GPXX0M7ZEN,P,2
160,CC0121EN,Cloud,2
160,CC0121EN,Learn,1
160,CC0121EN,Services,3
160,CC0121EN,Ibm,2
160,CC0121EN,Introduction,1
160,CC0121EN,Customer,1
160,CC0121EN,Financial,3
160,CC0121EN,Benefits,1
160,CC0121EN,Challenges,1
160,CC0121EN,Issues,1
160,CC0121EN,Market,1
160,CC0121EN,Segment,1
160,CC0121EN,Target,1
161,DA0101EN,Data,3
161,DA0101EN,Learn,1
161,DA0101EN,Course,1
161,DA0101EN,Analysis,1
161,DA0101EN,Basic,1
161,DA0101EN,Dataset,1
161,DA0101EN,Python,1
161,DA0101EN,Acquisition,1
161,DA0101EN,Insight,1
161,DA0101EN,Obtain,1
162,GPXX07UGEN,Learn,1
162,GPXX07UGEN,Microservices,2
162,GPXX07UGEN,Reactive,2
162,GPXX07UGEN,Using,2
162,GPXX07UGEN,Framework,1
162,GPXX07UGEN,Test,1
162,GPXX07UGEN,Testing,3
162,GPXX07UGEN,True,1
162,GPXX07UGEN,Java,2
162,GPXX07UGEN,Microshed,2
162,GPXX07UGEN,Environments,1
162,GPXX07UGEN,Production,1
163,GPXX0QU9EN,Learn,1
163,GPXX0QU9EN,Microservices,2
163,GPXX0QU9EN,Using,1
163,GPXX0QU9EN,Java,1
163,GPXX0QU9EN,Microprofile,1
163,GPXX0QU9EN,Health,3
163,GPXX0QU9EN,Kubernetes,2
163,GPXX0QU9EN,Check,2
163,GPXX0QU9EN,Checking,1
163,GPXX0QU9EN,Endpoints,1
163,GPXX0QU9EN,Inspect,1
163,GPXX0QU9EN,Liveness,2
163,GPXX0QU9EN,Probes,2
163,GPXX0QU9EN,Readiness,2
163,GPXX0QU9EN,Setting,1
164,SC0101EN,Data,4
164,SC0101EN,Course,2
164,SC0101EN,Designed,1
164,SC0101EN,Well,1
164,SC0101EN,Science,3
164,SC0101EN,Development,1
164,SC0101EN,Experience,1
164,SC0101EN,Fundamentals,1
164,SC0101EN,Good,1
164,SC0101EN,Already,1
164,SC0101EN,Understanding,1
164,SC0101EN,Scala,5
164,SC0101EN,Language,1
164,SC0101EN,Programming,2
164,SC0101EN,Knowledge,1
164,SC0101EN,Advanced,1
164,SC0101EN,Students,1
164,SC0101EN,Process,1
164,SC0101EN,Start,1
164,SC0101EN,Features,1
164,SC0101EN,Tasks,1
164,SC0101EN,Previous,1
164,SC0101EN,Yet,1
164,SC0101EN,Give,1
164,SC0101EN,Appreciation,1
164,SC0101EN,Assumed,1
164,SC0101EN,Confidently,1
164,SC0101EN,Could,1
164,SC0101EN,Curricula,1
164,SC0101EN,Developers,1
164,SC0101EN,Ensures,1
164,SC0101EN,Experienced,1
164,SC0101EN,Know¬≠How,1
164,SC0101EN,Refresher,1
164,SC0101EN,Solid,1
164,SC0101EN,Tooling,1
164,SC0101EN,Typesafe,1
164,SC0101EN,Useful,1
165,GPXX0QTEEN,Microservices,1
165,GPXX0QTEEN,Using,1
165,GPXX0QTEEN,Explore,1
165,GPXX0QTEEN,Eclipse,1
165,GPXX0QTEEN,Java,1
165,GPXX0QTEEN,Microprofile,2
165,GPXX0QTEEN,Microservice,1
165,GPXX0QTEEN,Health,4
165,GPXX0QTEEN,Check,2
165,GPXX0QTEEN,Checking,1
165,GPXX0QTEEN,Report,1
166,GPXX0WTIEN,Learn,1
166,GPXX0WTIEN,Including,1
166,GPXX0WTIEN,Learning,1
166,GPXX0WTIEN,Machine,1
166,GPXX0WTIEN,Guided,1
166,GPXX0WTIEN,Project,1
166,GPXX0WTIEN,Python,2
166,GPXX0WTIEN,Image,2
166,GPXX0WTIEN,Recognition,1
166,GPXX0WTIEN,Model,3
166,GPXX0WTIEN,Process,1
166,GPXX0WTIEN,Library,1
166,GPXX0WTIEN,Know,2
166,GPXX0WTIEN,Hotdog,2
166,GPXX0WTIEN,Picture,1
166,GPXX0WTIEN,Whether,2
166,GPXX0WTIEN,You‚,1
166,GPXX0WTIEN,Even,1
166,GPXX0WTIEN,Certain,1
166,GPXX0WTIEN,Bird,1
166,GPXX0WTIEN,Days,1
166,GPXX0WTIEN,Detect,1
166,GPXX0WTIEN,Lot,1
166,GPXX0WTIEN,Machines,1
166,GPXX0WTIEN,Object,2
166,GPXX0WTIEN,Plane,1
166,GPXX0WTIEN,Pytorch,1
166,GPXX0WTIEN,Recognizing,1
166,GPXX0WTIEN,Repeated,1
166,GPXX0WTIEN,Superman,1
166,GPXX0WTIEN,Train,3
167,GPXX08WYEN,Learn,1
167,GPXX08WYEN,Microservices,2
167,GPXX08WYEN,Using,2
167,GPXX08WYEN,Eclipse,1
167,GPXX08WYEN,Java,1
167,GPXX08WYEN,Microprofile,2
167,GPXX08WYEN,Provide,1
167,GPXX08WYEN,Config,2
167,GPXX08WYEN,Configuration,2
167,GPXX08WYEN,External,1
167,GPXX08WYEN,Externalizing,1
168,GPXX0UMSEN,Learn,1
168,GPXX0UMSEN,Services,1
168,GPXX0UMSEN,System,2
168,GPXX0UMSEN,Microservices,1
168,GPXX0UMSEN,Reactive,3
168,GPXX0UMSEN,Restful,2
168,GPXX0UMSEN,Using,1
168,GPXX0UMSEN,Java,1
168,GPXX0UMSEN,Microprofile,1
168,GPXX0UMSEN,Integrate,1
168,GPXX0UMSEN,Messaging,1
168,GPXX0UMSEN,Integrating,1
169,GPXX0M6UEN,Use,1
169,GPXX0M6UEN,Using,1
169,GPXX0M6UEN,Database,1
169,GPXX0M6UEN,Guided,1
169,GPXX0M6UEN,Project,1
169,GPXX0M6UEN,Line,1
169,GPXX0M6UEN,Cassandra,3
169,GPXX0M6UEN,Language,1
169,GPXX0M6UEN,Query,1
169,GPXX0M6UEN,Operations,2
169,GPXX0M6UEN,Command,1
169,GPXX0M6UEN,Shell,2
169,GPXX0M6UEN,Cql,1
169,GPXX0M6UEN,Execute,2
169,GPXX0M6UEN,Keyspace,2
170,GPXX097UEN,Create,2
170,GPXX097UEN,Read,1
170,GPXX097UEN,Using,1
170,GPXX097UEN,Performing,1
170,GPXX097UEN,Guided,1
170,GPXX097UEN,Project,1
170,GPXX097UEN,Line,1
170,GPXX097UEN,Table,2
170,GPXX097UEN,Cassandra,2
170,GPXX097UEN,Perform,1
170,GPXX097UEN,Update,1
170,GPXX097UEN,Interface,1
170,GPXX097UEN,Operations,2
170,GPXX097UEN,Command,1
170,GPXX097UEN,Shell,1
170,GPXX097UEN,Cql,1
170,GPXX097UEN,Cqlsh,1
170,GPXX097UEN,Crud,2
170,GPXX097UEN,Delete,1
171,SN0111EN,Coming,1
171,SN0111EN,Create,1
171,SN0111EN,Course,3
171,SN0111EN,Videos,1
171,SN0111EN,Creating,1
171,SN0111EN,Get,1
171,SN0111EN,Guided,2
171,SN0111EN,Started,1
171,SN0111EN,Hands,2
171,SN0111EN,Lab,1
171,SN0111EN,Available,1
171,SN0111EN,Projects,2
171,SN0111EN,Enhance,1
171,SN0111EN,Certificate,1
171,SN0111EN,Labs,2
171,SN0111EN,Assessments,1
171,SN0111EN,Instructions,1
171,SN0111EN,Preview,1
171,SN0111EN,Publish,1
171,SN0111EN,Version,1
171,SN0111EN,Weeks,1
172,GPXX0JGFEN,Create,1
172,GPXX0JGFEN,Learn,1
172,GPXX0JGFEN,Jax,2
172,GPXX0JGFEN,Restful,1
172,GPXX0JGFEN,Rs,2
172,GPXX0JGFEN,Using,1
172,GPXX0JGFEN,Liberty,1
172,GPXX0JGFEN,Open,1
172,GPXX0JGFEN,Service,1
172,GPXX0JGFEN,Java,1
172,GPXX0JGFEN,Json,2
172,GPXX0JGFEN,Microservice,1
172,GPXX0JGFEN,Simple,1
172,GPXX0JGFEN,Building,1
172,GPXX0JGFEN,Rest,1
172,GPXX0JGFEN,B,2
173,CO0193EN,Cloud,2
173,CO0193EN,Services,2
173,CO0193EN,Conference,2
173,CO0193EN,Containers,2
173,CO0193EN,Hybrid,2
173,CO0193EN,Backend,2
174,GPXX0HC7EN,Using,1
174,GPXX0HC7EN,Guided,1
174,GPXX0HC7EN,Project,1
174,GPXX0HC7EN,Python,1
174,GPXX0HC7EN,Artistic,1
174,GPXX0HC7EN,Creativity,1
174,GPXX0HC7EN,Opencv,2
174,GPXX0HC7EN,Painting,1
174,GPXX0HC7EN,Paintings,2
174,GPXX0HC7EN,Photographs,2
174,GPXX0HC7EN,Photos,1
174,GPXX0HC7EN,Showcase,1
174,GPXX0HC7EN,Sketch,1
174,GPXX0HC7EN,Sketches,2
174,GPXX0HC7EN,Transform,3
174,GPXX0HC7EN,Wanted,1
174,GPXX0HC7EN,¬†,1
175,GPXX04MXEN,Users,1
175,GPXX04MXEN,Introduction,1
175,GPXX04MXEN,Testing,2
175,GPXX04MXEN,Different,1
175,GPXX04MXEN,Performs,1
175,GPXX04MXEN,Set,1
175,GPXX04MXEN,Better,1
175,GPXX04MXEN,Groups,1
175,GPXX04MXEN,Design,1
175,GPXX04MXEN,B,2
175,GPXX04MXEN,Allocated,1
175,GPXX04MXEN,Compare,1
175,GPXX04MXEN,Decide,1
175,GPXX04MXEN,Experiment,2
175,GPXX04MXEN,Experimental,1
175,GPXX04MXEN,Quick,1
175,GPXX04MXEN,Refers,1
175,GPXX04MXEN,Something,1
175,GPXX04MXEN,Two,1
175,GPXX04MXEN,Versions,1
176,DS0101EN,Data,7
176,DS0101EN,Course,1
176,DS0101EN,Used,1
176,DS0101EN,Introduction,1
176,DS0101EN,Science,5
176,DS0101EN,Get,1
176,DS0101EN,Working,1
176,DS0101EN,Work,1
176,DS0101EN,Around,1
176,DS0101EN,Times,1
176,DS0101EN,Field,2
176,DS0101EN,Overview,1
176,DS0101EN,Every,1
176,DS0101EN,Today,1
176,DS0101EN,Year,1
176,DS0101EN,Collection,1
176,DS0101EN,Insights,1
176,DS0101EN,People,1
176,DS0101EN,Trends,1
176,DS0101EN,Ancient,2
176,DS0101EN,Art,1
176,DS0101EN,Carved,1
176,DS0101EN,Census,1
176,DS0101EN,Distinct,1
176,DS0101EN,Efficiency,1
176,DS0101EN,Egyptians,1
176,DS0101EN,Flooding,1
176,DS0101EN,Increase,1
176,DS0101EN,Meet,1
176,DS0101EN,Nile,1
176,DS0101EN,Practitioners,1
176,DS0101EN,Predicted,1
176,DS0101EN,River,1
176,DS0101EN,Tax,1
176,DS0101EN,Uncovering,1
176,DS0101EN,Unique,1
177,LB0101ENv1,Course,1
177,LB0101ENv1,Need,1
177,LB0101ENv1,Problems,1
177,LB0101ENv1,Systems,2
177,LB0101ENv1,Reactive,6
177,LB0101ENv1,Introduction,1
177,LB0101ENv1,Teaches,1
177,LB0101ENv1,Architecture,2
177,LB0101ENv1,Different,1
177,LB0101ENv1,Introduces,1
177,LB0101ENv1,Programming,1
177,LB0101ENv1,Core,1
177,LB0101ENv1,Students,1
177,LB0101ENv1,Solve,1
177,LB0101ENv1,Principles,1
177,LB0101ENv1,Showing,1
177,LB0101ENv1,Relate,1
177,LB0101ENv1,Architectures,1
177,LB0101ENv1,Behind,1
177,LB0101ENv1,Contrasts,1
177,LB0101ENv1,Trying,1
178,DS0301EN,Data,2
178,DS0301EN,Fundamentals,2
178,DS0301EN,Privacy,2
179,GPXX0RL8EN,Consuming,1
179,GPXX0RL8EN,Restful,2
179,GPXX0RL8EN,Liberty,1
179,GPXX0RL8EN,Open,1
179,GPXX0RL8EN,Explore,1
179,GPXX0RL8EN,Service,2
179,GPXX0RL8EN,Access,1
179,GPXX0RL8EN,Java,1
179,GPXX0RL8EN,Web,2
179,GPXX0RL8EN,Simple,1
179,GPXX0RL8EN,Resources,1
179,GPXX0RL8EN,Consume,1
179,GPXX0RL8EN,Angularjs,2
180,GPXX05LMEN,Learn,1
180,GPXX05LMEN,Microservices,2
180,GPXX05LMEN,Using,1
180,GPXX05LMEN,Framework,1
180,GPXX05LMEN,Liberty,1
180,GPXX05LMEN,Open,1
180,GPXX05LMEN,Test,1
180,GPXX05LMEN,Testing,1
180,GPXX05LMEN,Java,2
180,GPXX05LMEN,Implement,1
180,GPXX05LMEN,Contracts,1
180,GPXX05LMEN,Driven,2
180,GPXX05LMEN,Consumer,2
180,GPXX05LMEN,Contract,1
180,GPXX05LMEN,Pact,1
181,BD0111EN,Data,2
181,BD0111EN,Course,1
181,BD0111EN,Large,1
181,BD0111EN,Processing,1
181,BD0111EN,Apache,1
181,BD0111EN,Big,1
181,BD0111EN,Distributed,1
181,BD0111EN,Teaches,1
181,BD0111EN,Hadoop,3
181,BD0111EN,Concepts,1
181,BD0111EN,Introduces,1
181,BD0111EN,Perform,1
181,BD0111EN,Free,1
181,BD0111EN,Sets,1
182,CC0101EN,Cloud,3
182,CC0101EN,Course,1
182,CC0101EN,Computing,2
182,CC0101EN,Introduction,1
182,CC0101EN,Concepts,1
182,CC0101EN,Introduces,1
182,CC0101EN,Understanding,1
182,CC0101EN,Foundational,1
182,CC0101EN,Knowledge,1
182,CC0101EN,Core,1
182,CC0101EN,Business,1
182,CC0101EN,Gain,1
182,CC0101EN,Perspectives,1
182,CC0101EN,Practitioner,1
182,CC0101EN,Required,1
183,GPXX0UN5EN,Build,1
183,GPXX0UN5EN,Classification,2
183,GPXX0UN5EN,Popular,1
183,GPXX0UN5EN,Processing,1
183,GPXX0UN5EN,Several,1
183,GPXX0UN5EN,Understand,1
183,GPXX0UN5EN,Well,1
183,GPXX0UN5EN,Using,1
183,GPXX0UN5EN,Analysis,2
183,GPXX0UN5EN,Test,1
183,GPXX0UN5EN,Guided,1
183,GPXX0UN5EN,Project,1
183,GPXX0UN5EN,Media,1
183,GPXX0UN5EN,Service,1
183,GPXX0UN5EN,Social,2
183,GPXX0UN5EN,Help,2
183,GPXX0UN5EN,Tool,1
183,GPXX0UN5EN,Language,1
183,GPXX0UN5EN,Sentiment,3
183,GPXX0UN5EN,Business,1
183,GPXX0UN5EN,Model,1
183,GPXX0UN5EN,Brand,1
183,GPXX0UN5EN,Negative,1
183,GPXX0UN5EN,Positive,1
183,GPXX0UN5EN,Product,1
183,GPXX0UN5EN,Information,1
183,GPXX0UN5EN,Derive,1
183,GPXX0UN5EN,Techniques,1
183,GPXX0UN5EN,Become,1
183,GPXX0UN5EN,Businesses,1
183,GPXX0UN5EN,Divide,1
183,GPXX0UN5EN,Extract,1
183,GPXX0UN5EN,Introduced,1
183,GPXX0UN5EN,Meaning,1
183,GPXX0UN5EN,Natural,1
183,GPXX0UN5EN,Reviews,3
183,GPXX0UN5EN,Subjective,1
183,GPXX0UN5EN,Yelp,2
184,BD0221EN,Data,1
184,BD0221EN,Classification,1
184,BD0221EN,Learning,2
184,BD0221EN,Machine,2
184,BD0221EN,Provides,3
184,BD0221EN,Spark,2
184,BD0221EN,Pipelines,1
184,BD0221EN,Tools,1
184,BD0221EN,Algorithms,1
184,BD0221EN,Clustering,1
184,BD0221EN,Operations,1
184,BD0221EN,Statistics,1
184,BD0221EN,Various,1
184,BD0221EN,Library,1
184,BD0221EN,Algebra,1
184,BD0221EN,Linear,1
184,BD0221EN,Regression,1
184,BD0221EN,Collaborative,1
184,BD0221EN,Featurization,1
184,BD0221EN,Filtering,1
184,BD0221EN,Handing,1
184,BD0221EN,Handling,1
184,BD0221EN,Known,1
184,BD0221EN,Mllib,3
184,BD0221EN,Persistence,1
184,BD0221EN,Utilities,1
185,CC0103EN,Cloud,4
185,CC0103EN,Learn,1
185,CC0103EN,Services,1
185,CC0103EN,Course,1
185,CC0103EN,Ibm,3
185,CC0103EN,Public,1
185,CC0103EN,Open,1
185,CC0103EN,Essentials,1
185,CC0103EN,Introduces,1
185,CC0103EN,Make,1
185,CC0103EN,Secure,1
185,CC0103EN,Many,1
185,CC0103EN,Developers,1
185,CC0103EN,Enterprises,1
185,CC0103EN,Offerings,1
185,CC0103EN,V3,1
186,GPXX0TY1EN,Data,1
186,GPXX0TY1EN,Ibm,1
186,GPXX0TY1EN,Performing,1
186,GPXX0TY1EN,Database,2
186,GPXX0TY1EN,Guided,1
186,GPXX0TY1EN,Project,1
186,GPXX0TY1EN,Explore,1
186,GPXX0TY1EN,Service,1
186,GPXX0TY1EN,Perform,1
186,GPXX0TY1EN,Simple,1
186,GPXX0TY1EN,Operations,3
186,GPXX0TY1EN,Activities,1
186,GPXX0TY1EN,Launch,1
186,GPXX0TY1EN,Dashboard,2
186,GPXX0TY1EN,Monitor,1
186,GPXX0TY1EN,Cloudant,2
186,GPXX0TY1EN,Dbaas,1
186,GPXX0TY1EN,Querying,1
186,GPXX0TY1EN,Copying,1
187,GPXX0T3CEN,Cloud,1
187,GPXX0T3CEN,Data,1
187,GPXX0T3CEN,Ibm,2
187,GPXX0T3CEN,Database,1
187,GPXX0T3CEN,Guided,1
187,GPXX0T3CEN,Project,1
187,GPXX0T3CEN,Working,2
187,GPXX0T3CEN,Explore,1
187,GPXX0T3CEN,Databases,1
187,GPXX0T3CEN,Operations,1
187,GPXX0T3CEN,Real,1
187,GPXX0T3CEN,Cloudant,1
187,GPXX0T3CEN,Estate,1
188,PY0101EN,Data,2
188,PY0101EN,Take,1
188,PY0101EN,Based,1
188,PY0101EN,Course,1
188,PY0101EN,Using,1
188,PY0101EN,Analysis,1
188,PY0101EN,Science,1
188,PY0101EN,Basic,1
188,PY0101EN,Hands,1
188,PY0101EN,Python,4
188,PY0101EN,Lab,1
188,PY0101EN,Programming,1
188,PY0101EN,Perform,1
188,PY0101EN,Environment,1
188,PY0101EN,Write,1
188,PY0101EN,Able,1
188,PY0101EN,Jupyter,1
188,PY0101EN,Matter,1
188,PY0101EN,Beginner,1
188,PY0101EN,Friendly,1
188,PY0101EN,Hours,1
188,PY0101EN,Scripts,1
188,PY0101EN,Zero,1
189,CC0201EN,Cloud,1
189,CC0201EN,Course,1
189,CC0201EN,Well,1
189,CC0201EN,Computing,1
189,CC0201EN,Introduction,1
189,CC0201EN,Containers,4
189,CC0201EN,Docker,1
189,CC0201EN,Concepts,1
189,CC0201EN,Introduces,1
189,CC0201EN,Virtual,1
189,CC0201EN,Core,1
189,CC0201EN,Ecosystem,1
189,CC0201EN,Istio,1
189,CC0201EN,Kubernetes,3
189,CC0201EN,Explains,1
189,CC0201EN,Openshift,2
189,CC0201EN,Covers,1
189,CC0201EN,Knative,1
189,CC0201EN,Emerging,1
189,CC0201EN,Related,1
189,CC0201EN,Machines,1
189,CC0201EN,Differ,1
189,CC0201EN,Importance,1
189,CC0201EN,Technologies,1
189,CC0201EN,V2,1
190,BD0123EN,Data,1
190,BD0123EN,Learn,1
190,BD0123EN,System,1
190,BD0123EN,Apache,1
190,BD0123EN,Cluster,1
190,BD0123EN,Used,1
190,BD0123EN,Get,1
190,BD0123EN,Topic,1
190,BD0123EN,Pipelines,2
190,BD0123EN,Together,1
190,BD0123EN,Terms,1
190,BD0123EN,Messaging,1
190,BD0123EN,Something,1
190,BD0123EN,Consumer,1
190,BD0123EN,Brewing,1
190,BD0123EN,Broker,1
190,BD0123EN,Category,1
190,BD0123EN,Connected,1
